X,Y,LOS_disp
115.436256408691,-8.41135501861572,-0.00791271199873832
115.43620300293,-8.41135406494141,-0.00746150484514387
115.436096191406,-8.41124725341797,-0.00741851290243215
115.436210632324,-8.41121673583984,-0.007261795881528
115.443817138672,-8.41109180450439,-0.00504679497939729
115.443809509277,-8.41107654571533,-0.00498040736204854
115.436431884766,-8.41104507446289,-0.00858172204596992
115.443840026855,-8.41093254089355,-0.00396625081852877
115.436996459961,-8.41067314147949,-0.00901528416475355
115.437019348145,-8.41065883636475,-0.00537805520781138
115.437049865723,-8.41065502166748,-0.0101102676111459
115.449516296387,-8.41057395935059,-0.0052117546725918
115.449615478516,-8.41054725646973,-0.00539145937816654
115.449645996094,-8.41054248809814,-0.00465951050377111
115.436950683594,-8.4105224609375,-0.0080444693834675
115.436973571777,-8.41051578521729,-0.00503820169072952
115.443672180176,-8.41047382354736,-0.0105245293608279
115.443634033203,-8.41047096252441,-0.00803164107395037
115.449691772461,-8.4104061126709,-0.00545147215228994
115.443603515625,-8.41032791137695,-0.00651964513302427
115.443634033203,-8.410325050354,-0.00892964452086427
115.443580627441,-8.41021060943604,-0.00411887943997773
115.436462402344,-8.41012763977051,-0.00408496102412341
115.448173522949,-8.4100923538208,-0.005353913676517
115.444114685059,-8.41008758544922,-0.0167531188079495
115.444145202637,-8.41007995605469,-0.0164338379724297
115.450042724609,-8.41005420684814,-0.00411221772880724
115.436431884766,-8.41001129150391,-0.00649901401539931
115.444068908691,-8.409987449646,-0.0151154141460412
115.444107055664,-8.40997505187988,-0.0161995369845254
115.450057983398,-8.40993785858154,0.00599751466112624
115.450103759766,-8.40991687774658,0.00553775671781886
115.449104309082,-8.40987873077393,-0.00769912075152539
115.449234008789,-8.40987300872803,-0.00542968506309346
115.440818786621,-8.40982246398926,-0.00881595291059878
115.437278747559,-8.40981864929199,-0.0079601259577007
115.447761535645,-8.4098014831543,-0.00575028230373929
115.440780639648,-8.40979480743408,-0.010948237565696
115.440864562988,-8.40978622436523,-0.00843203647714333
115.449035644531,-8.40976524353027,-0.00503325693733439
115.449203491211,-8.40975093841553,-0.00983877578786494
115.449073791504,-8.40974617004395,-0.00612233727890012
115.449172973633,-8.40973949432373,0.000158583123449131
115.437026977539,-8.40973663330078,-0.00589930701381819
115.449249267578,-8.40972328186035,-0.0124685388648708
115.449317932129,-8.40968894958496,-0.00764169828869922
115.440841674805,-8.40968227386475,-0.00900073677251332
115.447746276855,-8.40967559814453,-0.00876663924835525
115.448944091797,-8.40966320037842,-0.00341552386239571
115.447784423828,-8.40965747833252,-0.00831528759831436
115.448913574219,-8.40964221954346,-0.00432887102571608
115.449058532715,-8.40963745117188,-0.00408551776043175
115.449180603027,-8.40960216522217,-0.0120573211028289
115.44921875,-8.40959453582764,-0.00989382043416806
115.448760986328,-8.40958499908447,-0.00509200961744692
115.436592102051,-8.40958213806152,-0.00892006525644432
115.449287414551,-8.40958023071289,0.00242942114458141
115.436569213867,-8.40955352783203,-0.010720278484327
115.448776245117,-8.40955543518066,-0.000981334467890977
115.448890686035,-8.40954303741455,-0.00415179275555018
115.44083404541,-8.40953159332275,-0.00549173991199671
115.448974609375,-8.40953063964844,-0.00376990564718814
115.448928833008,-8.40952968597412,-0.00387461669705991
115.450630187988,-8.40952682495117,-0.0046717820769799
115.450675964355,-8.40952396392822,-0.00669584579977282
115.441047668457,-8.40950775146484,-0.0182521451303337
115.438751220703,-8.4094877243042,0.00562971170639673
115.450416564941,-8.40947341918945,-0.00282405528320947
115.441009521484,-8.40946483612061,-0.0015152254630659
115.450439453125,-8.40945434570312,-0.00596112811846984
115.450477600098,-8.40943622589111,-0.00848317334454931
115.448883056641,-8.40941715240479,-0.00380046877055818
115.438018798828,-8.40938758850098,-0.0119027470917224
115.44100189209,-8.40937614440918,-0.00717174697107451
115.43872833252,-8.40936279296875,0.000690623289140961
115.438766479492,-8.40934467315674,-0.00393561332198776
115.450416564941,-8.40933609008789,-0.00375886441872184
115.441009521484,-8.40932750701904,-0.00455635491564632
115.450462341309,-8.40932178497314,-0.00449416407008759
115.45051574707,-8.40931606292725,-0.010971345309914
115.440940856934,-8.40923690795898,-0.0103326487046928
115.440971374512,-8.40922927856445,-0.00461533496516721
115.450393676758,-8.40921592712402,-0.00234982219588507
115.440872192383,-8.40914154052734,-0.0102572523713927
115.440910339355,-8.40912532806396,-0.00917906876184687
115.450119018555,-8.40911960601807,-0.000945960462833536
115.440971374512,-8.40911769866943,-0.0056864658731581
115.450202941895,-8.40911865234375,-0.00161469001696322
115.450157165527,-8.40911769866943,-0.00243186217829978
115.450248718262,-8.40911197662354,-0.000351914322036515
115.440940856934,-8.40910243988037,-0.006334390063948
115.450286865234,-8.40909576416016,0.00205277429015983
115.45036315918,-8.40909481048584,-0.00350979716895986
115.450401306152,-8.40909385681152,-0.00326087441564432
115.450439453125,-8.4090747833252,-0.00642430085279827
115.440773010254,-8.40902996063232,-0.0108687103339859
115.447158813477,-8.40901756286621,0.00382193127398711
115.450119018555,-8.40900230407715,-0.0016962455112928
115.450164794922,-8.4089937210083,-0.00262534292008449
115.450248718262,-8.4089822769165,-0.00245191743508672
115.450202941895,-8.40897846221924,-0.00110442206583368
115.450286865234,-8.40896320343018,-0.00158245880961587
115.438903808594,-8.4089412689209,-0.0110377329272627
115.438941955566,-8.40892028808594,-0.00984801718559395
115.440963745117,-8.40886306762695,-0.0142416876958403
115.440940856934,-8.40875816345215,-0.00968737751115848
115.440971374512,-8.40871620178223,-0.0106908075840962
115.441009521484,-8.40870666503906,-0.0117827151686324
115.450706481934,-8.4086217880249,-0.00489588331572369
115.450736999512,-8.40861034393311,-0.00578396272544653
115.440963745117,-8.40859889984131,-0.00985687609272944
115.456573486328,-8.40859889984131,0.0037414425034239
115.450675964355,-8.40850353240967,-0.00381635912977123
115.450706481934,-8.40848636627197,-0.00472374129916195
115.456558227539,-8.40846252441406,0.0027186414068721
115.457641601562,-8.40835189819336,-0.000194672439040149
115.457611083984,-8.4082145690918,0.00197219839673921
115.449256896973,-8.40816879272461,0.011332692673404
115.449317932129,-8.40814781188965,0.0135178253100762
115.437606811523,-8.40806198120117,-0.00647254566632768
115.438980102539,-8.40803527832031,-0.00731677040455563
115.452125549316,-8.40803241729736,-0.0142948039520677
115.438995361328,-8.40798950195312,-0.0078881412280001
115.442001342773,-8.4079761505127,-0.0134035116213593
115.437591552734,-8.40790748596191,-0.00632280484885981
115.452072143555,-8.40790557861328,-0.00770419937662825
115.438934326172,-8.40787792205811,-0.00979860790070204
115.438972473145,-8.40787315368652,-0.00510555828424852
115.441879272461,-8.40786743164062,-0.00848935269258241
115.439010620117,-8.40785312652588,-0.00501641672648077
115.439109802246,-8.40784740447998,-0.00531717970490482
115.461204528809,-8.40784072875977,-0.00297335836144254
115.439140319824,-8.40783023834229,-0.0065103293621243
115.45189666748,-8.40782642364502,-0.0101534199874122
115.461166381836,-8.40782642364502,-0.00453970382514172
115.451972961426,-8.40782356262207,-0.0110673111373544
115.452095031738,-8.40778064727783,-0.011551533604013
115.452049255371,-8.40777587890625,-0.0105166043682249
115.439002990723,-8.40774440765381,-0.00491682680066669
115.461158752441,-8.40772438049316,-0.00379715597702874
115.439102172852,-8.40771579742432,-0.00688904817340335
115.439064025879,-8.40771102905273,-0.00351593189309038
115.451881408691,-8.40770626068115,-0.00876240210255814
115.451507568359,-8.40765476226807,-0.0125008051338559
115.451538085938,-8.40765380859375,-0.0112325290116996
115.452095031738,-8.40765380859375,-0.0129842073706861
115.452056884766,-8.40764904022217,-0.0126030979931975
115.4521484375,-8.40764427185059,-0.0142810364156487
115.461486816406,-8.40762424468994,-0.0248160449562652
115.461441040039,-8.4076099395752,-0.0327321085288293
115.445579528809,-8.40756607055664,-0.00689206559919668
115.45206451416,-8.40753364562988,-0.0129028101849633
115.445610046387,-8.4075288772583,-0.00717735470816508
115.4521484375,-8.4075174331665,-0.0166752639101123
115.452102661133,-8.40751647949219,-0.0129110294828285
115.439460754395,-8.40749359130859,-0.0120182199394324
115.445388793945,-8.40748023986816,-0.00151921398997722
115.445358276367,-8.40747833251953,-0.00244525997381172
115.440742492676,-8.40746784210205,-0.00252217883216873
115.445587158203,-8.40745067596436,-0.00789113740431601
115.445487976074,-8.40744972229004,-0.00774433538957502
115.44554901123,-8.40742301940918,-0.0101310474751128
115.445518493652,-8.4074125289917,-0.00847217673998559
115.439414978027,-8.40740585327148,-0.00967779612179078
115.445610046387,-8.40738487243652,-0.00635969394165714
115.439445495605,-8.40737152099609,-0.010184273166149
115.445358276367,-8.40735149383545,-0.00732521494688148
115.445381164551,-8.40735149383545,-0.00912581650896395
115.440719604492,-8.40734767913818,-0.00300893848643093
115.445442199707,-8.40733814239502,-0.0060107180239198
115.445495605469,-8.40733242034912,-0.0080740890300402
115.439186096191,-8.40732288360596,-0.0112966248729088
115.445404052734,-8.40730667114258,-0.0101506373683443
115.445526123047,-8.40730476379395,-0.0091578500961713
115.445579528809,-8.40730381011963,-0.00780901029904389
115.445457458496,-8.40729331970215,-0.00771827928036529
115.43920135498,-8.40728950500488,-0.0123342729793325
115.445671081543,-8.40727996826172,-0.0052885099099727
115.445770263672,-8.4072437286377,-0.00655841480457308
115.445449829102,-8.4072208404541,-0.00668767537570567
115.44539642334,-8.4072093963623,-0.00967794380565884
115.445411682129,-8.40718650817871,-0.0101346450116397
115.447319030762,-8.40718173980713,-0.00682538048916409
115.445472717285,-8.40717697143555,-0.00742789029681663
115.439193725586,-8.40717506408691,-0.00990767721839222
115.439155578613,-8.40717124938965,-0.00865180494744163
115.452529907227,-8.40717029571533,0.00194318223532518
115.445495605469,-8.40716648101807,-0.00723619026123953
115.43628692627,-8.40716361999512,-0.0106629133950898
115.445663452148,-8.40713977813721,-0.00633120476728307
115.452651977539,-8.40713787078857,-0.000109566165334626
115.452026367188,-8.40713691711426,0.00480463912216545
115.445777893066,-8.40713596343994,-0.00548369060995084
115.452621459961,-8.40713214874268,0.00185240021790078
115.445709228516,-8.40713024139404,-0.00479781697744046
115.439186096191,-8.40706062316895,-0.00936907946396925
115.436248779297,-8.40705108642578,-0.00920665483343068
115.452560424805,-8.40703105926514,0.000265841985663307
115.436225891113,-8.40702724456787,-0.00859782702490489
115.45198059082,-8.40702724456787,0.00174497135986726
115.446807861328,-8.40702629089355,-0.00459815901257039
115.452644348145,-8.40700626373291,0.00600766978638422
115.442222595215,-8.40700054168701,0.000502514415247474
115.446868896484,-8.40698909759521,-0.00622200795272839
115.446838378906,-8.40698623657227,-0.00502036275443726
115.446914672852,-8.40698623657227,-0.00745323879842834
115.439353942871,-8.40697193145752,-0.0113072570489348
115.43620300293,-8.40693759918213,-0.00860859201016475
115.436233520508,-8.40693759918213,-0.00884892784965575
115.436744689941,-8.40693759918213,0.0260818933256265
115.446800231934,-8.40690326690674,-0.0051285098448075
115.446762084961,-8.40690135955811,-0.00399775316880068
115.442184448242,-8.40689945220947,0.00534353649422001
115.452560424805,-8.40689945220947,-0.0001514403772336
115.457710266113,-8.40689373016357,0.00685668415682215
115.439323425293,-8.40688991546631,-0.00947815728145039
115.446830749512,-8.40688419342041,-0.00600600488982853
115.441093444824,-8.40686130523682,-0.0101762897374831
115.446876525879,-8.40685558319092,-0.00627396717491044
115.439460754395,-8.40685272216797,-0.00987471077912622
115.436698913574,-8.40682029724121,0.0165259969559908
115.456481933594,-8.4067907333374,0.00500164940214926
115.456512451172,-8.40677642822266,0.00523633925549035
115.441108703613,-8.40676403045654,-0.0110424407489846
115.446876525879,-8.40676021575928,-0.00701528494389938
115.456550598145,-8.40675735473633,1.56860298722109e-06
115.440505981445,-8.40675354003906,-0.00544118103037649
115.446830749512,-8.40674591064453,-0.00764692991003949
115.439422607422,-8.40674304962158,-0.0097708220840305
115.441062927246,-8.40674018859863,-0.0101802803893422
115.441131591797,-8.40673351287842,-0.0129000796271151
115.439384460449,-8.40672588348389,-0.0118278490586678
115.439453125,-8.40670776367188,-0.00645761365854618
115.441200256348,-8.40670108795166,-0.0102266807482317
115.456420898438,-8.40669250488281,0.00816536084791908
115.442001342773,-8.40668201446533,-0.00666161289165271
115.456512451172,-8.4066801071167,0.00346989118160613
115.45645904541,-8.40667724609375,0.00512512161563323
115.442085266113,-8.40666675567627,-0.00900891569637143
115.442459106445,-8.40666484832764,-0.0106918243715906
115.442024230957,-8.40664958953857,-0.00689858493886847
115.442054748535,-8.40664958953857,-0.00728423745462896
115.440422058105,-8.40664672851562,0.00671371979770281
115.442115783691,-8.40663814544678,-0.0109232768670471
115.441139221191,-8.40661144256592,-0.00833648395203863
115.441108703613,-8.40660762786865,-0.00973070732056115
115.439437866211,-8.4066047668457,-0.00692135162897392
115.439414978027,-8.4065990447998,-0.00793557218654441
115.439468383789,-8.40659809112549,-0.00666260099235264
115.441177368164,-8.40659523010254,-0.0080443525113417
115.447631835938,-8.40656757354736,-0.00785404644148321
115.441337585449,-8.40655899047852,-0.0113593044564482
115.441986083984,-8.4065580368042,-0.00683828954669541
115.442008972168,-8.40654754638672,-0.00723162587349018
115.442100524902,-8.4065408706665,-0.00953792993647897
115.441368103027,-8.40653800964355,-0.00685744170069209
115.442047119141,-8.40653228759766,-0.0080618727054727
115.45645904541,-8.40653228759766,0.0055860334055644
115.456413269043,-8.40652465820312,0.00467759062163206
115.442077636719,-8.40652179718018,-0.0093323114931932
115.441116333008,-8.40647792816162,-0.00839885966805089
115.441093444824,-8.4064769744873,-0.00910043507066223
115.44116973877,-8.40647506713867,-0.00803200231506647
115.441253662109,-8.40646553039551,-0.00743808792102944
115.461486816406,-8.40645790100098,-0.00833942912960874
115.442420959473,-8.4064474105835,-0.00632051628014191
115.442016601562,-8.40640735626221,-0.00731575892943055
115.442047119141,-8.40640640258789,-0.00842137136442733
115.442115783691,-8.40639686584473,-0.00569894356629785
115.442085266113,-8.4063777923584,-0.00834506874091543
115.441116333008,-8.40636825561523,-0.00793367035831552
115.439392089844,-8.40635204315186,-0.0111753944792924
115.461486816406,-8.40632438659668,-0.0136395316919867
115.442405700684,-8.40631294250488,-0.00924213296092746
115.442443847656,-8.40630054473877,-0.00761504294422631
115.449462890625,-8.40629863739014,-0.0262112303948778
115.46166229248,-8.40628623962402,-0.0156948831453296
115.462821960449,-8.40627384185791,-0.0204896279795724
115.446617126465,-8.40627098083496,-0.00963429737904264
115.461700439453,-8.40627002716064,-0.0130407341680391
115.446647644043,-8.40625095367432,-0.0108261030068154
115.462989807129,-8.40625,-0.0060740340293078
115.439392089844,-8.40622997283936,-0.00976395850282455
115.463020324707,-8.40622711181641,-0.00763501639052519
115.43936920166,-8.40622138977051,-0.00965790448597996
115.439422607422,-8.40621757507324,-0.0106295325910142
115.461486816406,-8.40619468688965,-0.0107878008237698
115.44637298584,-8.40619087219238,9.97263125966835e-05
115.462760925293,-8.40618419647217,-0.0163093776582458
115.449394226074,-8.406174659729,-0.0221604680140922
115.446411132812,-8.40617370605469,-0.00560886065668049
115.449432373047,-8.40616798400879,-0.0275497753514332
115.462791442871,-8.40615940093994,-0.0180718284398093
115.461608886719,-8.40615558624268,-0.0144131646037588
115.462844848633,-8.40614986419678,-0.00854943771492903
115.461669921875,-8.40614414215088,-0.0155449861442027
115.462882995605,-8.40614032745361,-0.0112858035765338
115.43936920166,-8.40612888336182,-0.00968171665037437
115.462997436523,-8.40611362457275,-0.00756186400204048
115.462959289551,-8.40609550476074,-0.00802867358442897
115.439384460449,-8.40608406066895,-0.0102547502454268
115.446327209473,-8.40607452392578,-0.00852988819570464
115.446365356445,-8.40606784820557,-0.00854723626906855
115.442428588867,-8.40602970123291,-0.00970646485424903
115.449424743652,-8.40603065490723,-0.03158984712013
115.442680358887,-8.40602016448975,-0.00974639474726485
115.44263458252,-8.40600109100342,-0.00978581146540103
115.442726135254,-8.40596580505371,-0.00947104826878026
115.442802429199,-8.40596580505371,-0.00594801294100757
115.449142456055,-8.40594577789307,-0.0278662756928329
115.442375183105,-8.40592479705811,-0.0188244488058368
115.447731018066,-8.40590381622314,-0.00179664291724876
115.443176269531,-8.40589046478271,-0.00867286105461494
115.442626953125,-8.40588665008545,-0.00901961905814679
115.44270324707,-8.40587711334229,-0.00895494202373018
115.466987609863,-8.4058780670166,-0.0273579499439394
115.448944091797,-8.40587520599365,-0.00195156223236336
115.449119567871,-8.40586090087891,-0.0198994301191358
115.442665100098,-8.40585803985596,-0.00935187269963017
115.443214416504,-8.40585041046143,-0.00804413576667204
115.443099975586,-8.40577602386475,-0.0102708276000411
115.443138122559,-8.40577507019043,-0.00880518792533892
115.447662353516,-8.40577507019043,0.0230635920538268
115.461616516113,-8.40576648712158,-0.00866701957327278
115.443176269531,-8.40576076507568,-0.00930163043522348
115.448936462402,-8.40576076507568,-8.2099090824355e-05
115.442665100098,-8.40575313568115,-0.0094368684843537
115.44263458252,-8.40575122833252,-0.00833196418819186
115.451858520508,-8.40573596954346,-0.00551644455444266
115.443283081055,-8.40572643280029,-0.0105221611065697
115.443321228027,-8.40572452545166,-0.00949509842732174
115.451904296875,-8.40572261810303,0.000257265696577476
115.442901611328,-8.4057092666626,-0.00761175777501752
115.467613220215,-8.40570831298828,-0.00679619220698298
115.466987609863,-8.40570163726807,-0.0120854341614527
115.461982727051,-8.40569400787354,-0.0100889416356094
115.455657958984,-8.40568447113037,0.00253122951583792
115.439491271973,-8.40567588806152,-0.00966454494767303
115.442947387695,-8.40566635131836,-0.00877457380322307
115.455749511719,-8.40566539764404,0.00205764254543625
115.443099975586,-8.40566158294678,-0.00901356295708271
115.439514160156,-8.40566062927246,-0.0113951703869078
115.455635070801,-8.40565872192383,0.00618413819654823
115.461601257324,-8.40565204620361,-0.00748625942386176
115.443054199219,-8.40564250946045,-0.00918601734096249
115.451835632324,-8.4056396484375,-0.00572048416155629
115.443130493164,-8.40563488006592,-0.00897216685012506
115.45240020752,-8.40562629699707,-0.00466643995835706
115.451866149902,-8.40561771392822,7.65835067409386e-05
115.467506408691,-8.40561389923096,-0.0128657425965556
115.46753692627,-8.40560340881348,-0.0100497788487284
115.45539855957,-8.40559959411621,0.00160417869734003
115.443283081055,-8.405592918396,-0.0121737469896012
115.461761474609,-8.40559482574463,-0.0178406723745628
115.449714660645,-8.40557765960693,0.000249762506101244
115.455436706543,-8.40556907653809,0.00340162086055817
115.461982727051,-8.40556240081787,-0.00966090066229588
115.439483642578,-8.40555858612061,-0.00879450581304098
115.439460754395,-8.40554428100586,-0.00893643372889926
115.44295501709,-8.40553951263428,-0.00962186112238386
115.442886352539,-8.4055347442627,-0.00845124600472904
115.442909240723,-8.40553092956543,-0.00885504982409982
115.443519592285,-8.40552997589111,-0.00878497329747135
115.440063476562,-8.40552234649658,-0.00801218080253113
115.443550109863,-8.40552234649658,-0.0046000310915309
115.443023681641,-8.40551280975342,-0.00791874685032498
115.455291748047,-8.40549278259277,0.000966603002052607
115.46752166748,-8.40549278259277,-0.00925400398148693
115.452369689941,-8.40548992156982,-0.00569853345138368
115.45182800293,-8.40548896789551,-0.00158817066914578
115.454132080078,-8.40548896789551,0.00201899612085647
115.461715698242,-8.40548515319824,-0.0130293678225683
115.455322265625,-8.40548229217529,-0.00144826623477461
115.454162597656,-8.40548133850098,0.00400481277643582
115.45240020752,-8.40548038482666,-0.00948720212151328
115.461753845215,-8.40548133850098,-0.0151310123249398
115.455368041992,-8.40548038482666,0.00126296308875568
115.455406188965,-8.40547943115234,0.00233916398924923
115.467498779297,-8.40547847747803,-0.00864922632335697
115.451301574707,-8.40547561645508,-0.00682894402652706
115.449676513672,-8.4054708480835,0.00430455153004833
115.449714660645,-8.40546798706055,0.00142381313301759
115.451362609863,-8.40545558929443,-0.00239659654557717
115.448066711426,-8.40543746948242,-0.00530172071008336
115.442893981934,-8.40542697906494,-0.00995123333472939
115.439987182617,-8.40541648864746,-0.0157081853181932
115.442932128906,-8.40541648864746,-0.011730931254639
115.440032958984,-8.40540504455566,-0.0107824023940318
115.448097229004,-8.40540409088135,-0.00505326969516649
115.440078735352,-8.4054012298584,-0.0120315518615644
115.452331542969,-8.40540027618408,-0.00366897487934899
115.4541015625,-8.40538311004639,0.00185545589275346
115.454055786133,-8.40537929534912,0.00235731316791179
115.454139709473,-8.40536499023438,0.00282252160217684
115.461669921875,-8.40536499023438,-0.0142726046230093
115.451301574707,-8.40535926818848,-0.00581076894120911
115.451347351074,-8.40535831451416,-0.0185653624274723
115.45524597168,-8.40535736083984,-0.000541000671891222
115.454216003418,-8.40535545349121,0.000977469984804079
115.461715698242,-8.40535640716553,-0.0161156929214779
115.461769104004,-8.40535163879395,-0.0133442861403742
115.454193115234,-8.4053430557251,0.00114111008545095
115.461799621582,-8.40532684326172,-0.0122173827914787
115.439964294434,-8.40531730651855,-0.0150631542437537
115.448020935059,-8.40530776977539,-0.00261684950396059
115.440002441406,-8.40530204772949,-0.0114255911387792
115.467643737793,-8.40529727935791,-0.016181929667537
115.462532043457,-8.40529251098633,-0.0169079956241093
115.440040588379,-8.40528678894043,-0.0129650052804175
115.4541015625,-8.40525531768799,0.00226158427214452
115.457008361816,-8.40523433685303,-0.000570137955326533
115.461708068848,-8.40523338317871,-0.0134313526866721
115.461631774902,-8.40523147583008,-0.0131383149557633
115.451293945312,-8.4052267074585,-0.016197219729013
115.457038879395,-8.4052267074585,0.00721644843424451
115.45133972168,-8.40521812438965,-0.00415808047591812
115.454139709473,-8.40521430969238,0.00234640581115322
115.454246520996,-8.40520763397217,0.00124891930913025
115.461730957031,-8.40520763397217,-0.0135066555222715
115.454170227051,-8.40520572662354,0.00161490755848828
115.454208374023,-8.40520572662354,0.00113372589204826
115.462379455566,-8.40520668029785,-0.00985893304214348
115.443840026855,-8.4052038192749,-0.0100801284148504
115.451393127441,-8.40519618988037,-0.00301649267565297
115.467636108398,-8.40518951416016,-0.0161968521130536
115.439971923828,-8.40517997741699,-0.0107573311981004
115.467681884766,-8.40517997741699,-0.0153696577685022
115.43994140625,-8.40517139434814,-0.0116250822952515
115.442810058594,-8.40516757965088,-0.0072384979544871
115.451591491699,-8.4051628112793,-0.00177216776915892
115.467727661133,-8.40516471862793,-0.0112812965623735
115.461982727051,-8.4051628112793,-0.0107422780682976
115.442840576172,-8.40515899658203,-0.00576271962287194
115.462524414062,-8.40515899658203,-0.013444536924936
115.454040527344,-8.40512275695801,0.00456277757019585
115.454109191895,-8.40512180328369,0.00135129504143381
115.473754882812,-8.40512084960938,0.0172932624618546
115.456977844238,-8.40510940551758,0.00309729859466664
115.454078674316,-8.40510845184326,0.00762657184819935
115.456932067871,-8.40510749816895,0.00107641392650466
115.461631774902,-8.40509796142578,-0.0125785729088358
115.457008361816,-8.40509510040283,0.000292063840796893
115.439796447754,-8.40509223937988,-0.00827532370613467
115.46166229248,-8.40509128570557,-0.0130099617373165
115.454177856445,-8.40508460998535,0.000696069530203148
115.462348937988,-8.40508460998535,-0.00880917751472411
115.451446533203,-8.4050817489624,0.0017567010714019
115.439826965332,-8.40507888793945,-0.0125924201307951
115.451309204102,-8.40507698059082,-0.00494930237700434
115.454208374023,-8.40507411956787,0.000852542182116988
115.462371826172,-8.40507221221924,-0.0101930704498
115.45140838623,-8.40505886077881,0.00177357953131487
115.467697143555,-8.40504741668701,-0.0150782392477726
115.472450256348,-8.40503025054932,-0.0122123254158532
115.462509155273,-8.40502738952637,-0.010366485310059
115.473602294922,-8.40502738952637,-0.00841534288768389
115.454002380371,-8.40500450134277,0.0078365783085719
115.473724365234,-8.40499877929688,0.00782277677298903
115.454032897949,-8.40497970581055,0.0071470518908934
115.461647033691,-8.40498065948486,-0.0159295836234094
115.45125579834,-8.40496253967285,-0.00554627244589405
115.439765930176,-8.4049596786499,-0.00925416653998917
115.456001281738,-8.40495777130127,0.00445311937636274
115.451347351074,-8.40495491027832,0.000935056027878115
115.458862304688,-8.404953956604,0.00282578339696048
115.449081420898,-8.40495204925537,-0.00195789670158161
115.462348937988,-8.40495204925537,-0.011282839274434
115.46240234375,-8.40494537353516,-0.0114756166585162
115.46231842041,-8.40494346618652,-0.00796394236384494
115.458908081055,-8.40493583679199,0.00285264911125982
115.462448120117,-8.40493392944336,-0.0111332461408342
115.449127197266,-8.4049243927002,-2.74709322034857e-05
115.456657409668,-8.40491104125977,0.00358080070404069
115.449256896973,-8.40490913391113,-0.015917136742012
115.456695556641,-8.40490818023682,0.00550618636921921
115.449211120605,-8.40490245819092,-0.00340693694857117
115.449310302734,-8.40490055084229,-0.00918231036962695
115.453971862793,-8.40488338470459,0.00690815251607584
115.472427368164,-8.40488147735596,-0.01545344977033
115.473594665527,-8.40486717224121,-0.00874564370219258
115.454010009766,-8.40485858917236,0.00634754880283898
115.455955505371,-8.4048376083374,0.000900102762473547
115.448989868164,-8.40482711791992,-0.00298605917409517
115.462303161621,-8.40482521057129,-0.0154152336476679
115.45125579834,-8.40482044219971,0.00241074072898341
115.44214630127,-8.40481662750244,-0.0380667813347814
115.451431274414,-8.40481376647949,-0.00817693118837308
115.451347351074,-8.40481185913086,-0.00430918125994073
115.462348937988,-8.40481281280518,-0.0133123906747701
115.462387084961,-8.40480899810791,-0.0120379670787968
115.449111938477,-8.40480613708496,-0.000697898313353419
115.460060119629,-8.40479755401611,-0.000763561323522216
115.462440490723,-8.40479755401611,-0.0105860912218551
115.451560974121,-8.40479469299316,-0.00183657918510781
115.449203491211,-8.40478992462158,-0.0010824012323856
