# X,Y,LOS_disp
115.507324219	-8.34363651276	0.0892333555102	0.0136779040411	-0.000226333393673	115.507324218	-8.34341017936
115.493537903	-8.34363555908	-0.0580481451889	3.7498065122e-05	-0.000225557936602	115.493537899	-8.34341000115
115.493942261	-8.34363555908	-0.0540534431795	0.000437585439065	-0.000225545929937	115.493942266	-8.34341001315
115.495666504	-8.34363555908	-0.0518728218069	0.00214357944203	-0.000225499330075	115.495666509	-8.34341005975
115.496368408	-8.34363555908	-0.0512055839661	0.00283805442959	-0.000225482493787	115.496368413	-8.34341007659
115.514060974	-8.34363555908	-0.00853513522292	0.0203433546858	-0.000225465855036	115.514060969	-8.34341009323
115.494125366	-8.34363460541	-0.0528609777554	0.000618753270106	-0.000224586953408	115.494125372	-8.34341001846
115.515769958	-8.34363460541	-0.0123594727346	0.0220342504415	-0.000224552115353	115.515769953	-8.34341005329
115.496932983	-8.34363365173	-0.0521120484236	0.00339665398037	-0.000223562498768	115.496932988	-8.34341008924
115.516395569	-8.34363365173	-0.0131017701045	0.0226532390663	-0.000223614889871	115.516395563	-8.34341003684
115.515258789	-8.34363365173	-0.00979731805742	0.0215284914468	-0.000223585729186	115.515258784	-8.34341006601
115.513580322	-8.34363365173	-0.00639929499901	0.0198677902876	-0.000223548593394	115.513580318	-8.34341010314
115.507751465	-8.34363365173	0.103178376064	0.0141006280248	-0.000223474456046	115.507751464	-8.34341017728
115.497528076	-8.34363269806	-0.0512550994983	0.00398544802889	-0.000222596359095	115.497528081	-8.3434101017
115.495170593	-8.34363174438	-0.0547148756631	0.00165291724513	-0.000221697272247	115.495170599	-8.34341004711
115.516975403	-8.34363174438	-0.0147714244182	0.0232269358838	-0.000221723662208	115.516975396	-8.34341002072
115.507781982	-8.34363174438	0.103463705547	0.0141308225628	-0.000221567273868	115.507781981	-8.34341017711
115.494651794	-8.34363079071	-0.0589362330985	0.00113960969451	-0.000220757480271	115.4946518	-8.34341003323
